Date,County,Population,Cases,Deaths,Policies & Announcements (Texas Government)
11/25/2020,TRINITY COUNTY,14651,2,0,None
11/26/2020,TRINITY COUNTY,14651,0,0,None
11/27/2020,TRINITY COUNTY,14651,0,0,None
11/28/2020,TRINITY COUNTY,14651,12,0,None
11/29/2020,TRINITY COUNTY,14651,0,0,None
11/30/2020,TRINITY COUNTY,14651,0,0,None
12/1/2020,TRINITY COUNTY,14651,1,0,None
12/2/2020,TRINITY COUNTY,14651,1,1,None
12/3/2020,TRINITY COUNTY,14651,1,0,None
12/4/2020,TRINITY COUNTY,14651,3,0,None
12/5/2020,TRINITY COUNTY,14651,1,0,None
12/6/2020,TRINITY COUNTY,14651,0,0,None
12/7/2020,TRINITY COUNTY,14651,2,0,None
12/8/2020,TRINITY COUNTY,14651,2,0,None
12/9/2020,TRINITY COUNTY,14651,5,0,None
12/10/2020,TRINITY COUNTY,14651,1,0,None
12/11/2020,TRINITY COUNTY,14651,4,0,None
12/12/2020,TRINITY COUNTY,14651,2,0,None
12/13/2020,TRINITY COUNTY,14651,0,0,None
12/14/2020,TRINITY COUNTY,14651,5,0,None
12/15/2020,TRINITY COUNTY,14651,1,0,None
12/16/2020,TRINITY COUNTY,14651,0,0,None
12/17/2020,TRINITY COUNTY,14651,13,0,"95,000 doses of COVID-19 vaccine have been delivered to 23 different sites throughout the state of Texas. An additional 129,675 doses will be delivered to 87 sites today — bringing the total number of doses to over 224,000 across 110 providers (hospitals and medical schools) in 34 counties."
12/18/2020,TRINITY COUNTY,14651,1,0,None
12/19/2020,TRINITY COUNTY,14651,3,0,None
12/20/2020,TRINITY COUNTY,14651,1,0,None
12/21/2020,TRINITY COUNTY,14651,1,0,None
12/22/2020,TRINITY COUNTY,14651,1,0,None
12/23/2020,TRINITY COUNTY,14651,2,0,None
12/24/2020,TRINITY COUNTY,14651,4,0,None
12/25/2020,TRINITY COUNTY,14651,1,0,None
12/26/2020,TRINITY COUNTY,14651,3,0,None
12/27/2020,TRINITY COUNTY,14651,1,0,None
12/28/2020,TRINITY COUNTY,14651,0,0,None
12/29/2020,TRINITY COUNTY,14651,5,0,None
12/30/2020,TRINITY COUNTY,14651,-1,0,None
12/31/2020,TRINITY COUNTY,14651,3,0,None
1/1/2021,TRINITY COUNTY,14651,12,0,None
1/2/2021,TRINITY COUNTY,14651,7,0,None
1/3/2021,TRINITY COUNTY,14651,6,0,None
1/4/2021,TRINITY COUNTY,14651,5,0,None
1/5/2021,TRINITY COUNTY,14651,4,0,None
1/6/2021,TRINITY COUNTY,14651,24,0,None
1/7/2021,TRINITY COUNTY,14651,10,0,None
1/8/2021,TRINITY COUNTY,14651,5,0,None
1/9/2021,TRINITY COUNTY,14651,16,0,None
1/10/2021,TRINITY COUNTY,14651,11,0,None
1/11/2021,TRINITY COUNTY,14651,11,0,None
1/12/2021,TRINITY COUNTY,14651,6,1,None
1/13/2021,TRINITY COUNTY,14651,7,1,None
1/14/2021,TRINITY COUNTY,14651,1,0,None
1/15/2021,TRINITY COUNTY,14651,10,1,None
1/16/2021,TRINITY COUNTY,14651,11,0,None
1/17/2021,TRINITY COUNTY,14651,3,0,None
1/18/2021,TRINITY COUNTY,14651,10,0,None
1/19/2021,TRINITY COUNTY,14651,5,0,None
1/20/2021,TRINITY COUNTY,14651,4,0,None
1/21/2021,TRINITY COUNTY,14651,15,1,None
1/22/2021,TRINITY COUNTY,14651,8,1,None
1/23/2021,TRINITY COUNTY,14651,6,3,None
1/24/2021,TRINITY COUNTY,14651,0,0,None
1/25/2021,TRINITY COUNTY,14651,0,0,None
1/26/2021,TRINITY COUNTY,14651,18,1,None
1/27/2021,TRINITY COUNTY,14651,4,0,None
1/28/2021,TRINITY COUNTY,14651,9,1,None
1/29/2021,TRINITY COUNTY,14651,3,0,None
1/30/2021,TRINITY COUNTY,14651,5,0,None
1/31/2021,TRINITY COUNTY,14651,0,0,None
2/1/2021,TRINITY COUNTY,14651,1,0,None
2/2/2021,TRINITY COUNTY,14651,4,0,None
2/3/2021,TRINITY COUNTY,14651,6,0,None
2/4/2021,TRINITY COUNTY,14651,4,0,None
2/5/2021,TRINITY COUNTY,14651,11,0,None
2/6/2021,TRINITY COUNTY,14651,5,1,None
2/7/2021,TRINITY COUNTY,14651,0,0,None
2/8/2021,TRINITY COUNTY,14651,4,0,None
2/9/2021,TRINITY COUNTY,14651,10,0,Governor Greg Abbott today announced that the Texas Department of Housing and Community Affairs (TDHCA) has launched the Texas Rent Relief Program — the first statewide rent and utility assistance program for qualifying households throughout Texas. This program has been created to administer the more than $1 billion allocated to Texas through the latest federal COVID-19 stimulus bill
2/10/2021,TRINITY COUNTY,14651,0,0,None
2/11/2021,TRINITY COUNTY,14651,1,0,None
2/12/2021,TRINITY COUNTY,14651,2,0,None
2/13/2021,TRINITY COUNTY,14651,10,0,None
2/14/2021,TRINITY COUNTY,14651,4,0,None
2/15/2021,TRINITY COUNTY,14651,2,0,None
2/16/2021,TRINITY COUNTY,14651,1,0,None
2/17/2021,TRINITY COUNTY,14651,1,0,None
2/18/2021,TRINITY COUNTY,14651,7,0,None
2/19/2021,TRINITY COUNTY,14651,0,0,None
2/20/2021,TRINITY COUNTY,14651,0,0,None
2/21/2021,TRINITY COUNTY,14651,1,0,None
2/22/2021,TRINITY COUNTY,14651,0,0,None
2/23/2021,TRINITY COUNTY,14651,2,0,None
2/24/2021,TRINITY COUNTY,14651,1,1,None
2/25/2021,TRINITY COUNTY,14651,3,0,None
2/26/2021,TRINITY COUNTY,14651,-1,1,None
2/27/2021,TRINITY COUNTY,14651,2,0,None
2/28/2021,TRINITY COUNTY,14651,8,0,None
3/1/2021,TRINITY COUNTY,14651,1,0,None
3/2/2021,TRINITY COUNTY,14651,1,0,None
3/3/2021,TRINITY COUNTY,14651,0,0,None
3/4/2021,TRINITY COUNTY,14651,1,0,None
3/5/2021,TRINITY COUNTY,14651,0,1,None
3/6/2021,TRINITY COUNTY,14651,11,0,None
3/7/2021,TRINITY COUNTY,14651,0,0,None
3/8/2021,TRINITY COUNTY,14651,1,0,None
3/9/2021,TRINITY COUNTY,14651,0,0,None
3/10/2021,TRINITY COUNTY,14651,1,0,None
3/11/2021,TRINITY COUNTY,14651,0,0,None
3/12/2021,TRINITY COUNTY,14651,0,0,None
3/13/2021,TRINITY COUNTY,14651,2,0,None
3/14/2021,TRINITY COUNTY,14651,2,0,None
3/15/2021,TRINITY COUNTY,14651,0,0,None
3/16/2021,TRINITY COUNTY,14651,10,0,None
3/17/2021,TRINITY COUNTY,14651,5,0,None
3/18/2021,TRINITY COUNTY,14651,0,0,None
3/19/2021,TRINITY COUNTY,14651,2,0,None
3/20/2021,TRINITY COUNTY,14651,2,0,None
3/21/2021,TRINITY COUNTY,14651,1,0,None
3/22/2021,TRINITY COUNTY,14651,1,0,None
3/23/2021,TRINITY COUNTY,14651,0,0,None
3/24/2021,TRINITY COUNTY,14651,0,0,None
3/25/2021,TRINITY COUNTY,14651,3,0,None
3/26/2021,TRINITY COUNTY,14651,0,0,None
3/27/2021,TRINITY COUNTY,14651,1,0,None
3/28/2021,TRINITY COUNTY,14651,0,0,None
3/29/2021,TRINITY COUNTY,14651,1,0,None
3/30/2021,TRINITY COUNTY,14651,1,0,None
3/31/2021,TRINITY COUNTY,14651,0,0,None
4/1/2021,TRINITY COUNTY,14651,1,0,None
4/2/2021,TRINITY COUNTY,14651,1,0,None
4/3/2021,TRINITY COUNTY,14651,0,0,None
4/4/2021,TRINITY COUNTY,14651,0,0,None
4/5/2021,TRINITY COUNTY,14651,0,0,None
4/6/2021,TRINITY COUNTY,14651,0,0,None
4/7/2021,TRINITY COUNTY,14651,2,0,None
4/8/2021,TRINITY COUNTY,14651,3,0,None
4/9/2021,TRINITY COUNTY,14651,0,1,None
4/10/2021,TRINITY COUNTY,14651,0,0,None
4/11/2021,TRINITY COUNTY,14651,1,0,None
4/12/2021,TRINITY COUNTY,14651,0,0,None
4/13/2021,TRINITY COUNTY,14651,6,0,None
4/14/2021,TRINITY COUNTY,14651,0,0,None
4/15/2021,TRINITY COUNTY,14651,0,0,None
4/16/2021,TRINITY COUNTY,14651,0,0,None
4/17/2021,TRINITY COUNTY,14651,1,0,None
4/18/2021,TRINITY COUNTY,14651,4,0,None
4/19/2021,TRINITY COUNTY,14651,0,0,None
4/20/2021,TRINITY COUNTY,14651,1,0,None
4/21/2021,TRINITY COUNTY,14651,2,1,None
4/22/2021,TRINITY COUNTY,14651,0,0,None
4/23/2021,TRINITY COUNTY,14651,1,0,None
4/24/2021,TRINITY COUNTY,14651,1,0,None
4/25/2021,TRINITY COUNTY,14651,3,0,None
4/26/2021,TRINITY COUNTY,14651,2,0,None
4/27/2021,TRINITY COUNTY,14651,0,0,None
4/28/2021,TRINITY COUNTY,14651,1,0,None
4/29/2021,TRINITY COUNTY,14651,3,0,None
4/30/2021,TRINITY COUNTY,14651,3,0,None
5/1/2021,TRINITY COUNTY,14651,2,0,None
5/2/2021,TRINITY COUNTY,14651,1,0,None
5/3/2021,TRINITY COUNTY,14651,0,0,None
5/4/2021,TRINITY COUNTY,14651,0,1,None
5/5/2021,TRINITY COUNTY,14651,1,0,None
5/6/2021,TRINITY COUNTY,14651,0,0,None
5/7/2021,TRINITY COUNTY,14651,3,0,None
5/8/2021,TRINITY COUNTY,14651,0,0,None
5/9/2021,TRINITY COUNTY,14651,0,0,None
5/10/2021,TRINITY COUNTY,14651,2,0,None
5/11/2021,TRINITY COUNTY,14651,1,0,None
5/12/2021,TRINITY COUNTY,14651,0,0,None
5/13/2021,TRINITY COUNTY,14651,2,0,None
5/14/2021,TRINITY COUNTY,14651,2,0,None
5/15/2021,TRINITY COUNTY,14651,0,0,None
5/16/2021,TRINITY COUNTY,14651,2,0,None
5/17/2021,TRINITY COUNTY,14651,2,0,None
5/18/2021,TRINITY COUNTY,14651,1,0,None
5/19/2021,TRINITY COUNTY,14651,2,0,None
5/20/2021,TRINITY COUNTY,14651,1,0,None
5/21/2021,TRINITY COUNTY,14651,4,0,None
5/22/2021,TRINITY COUNTY,14651,3,0,None
5/23/2021,TRINITY COUNTY,14651,3,0,None
5/24/2021,TRINITY COUNTY,14651,0,0,None
5/25/2021,TRINITY COUNTY,14651,1,0,None
5/26/2021,TRINITY COUNTY,14651,0,0,None
5/27/2021,TRINITY COUNTY,14651,4,0,None
5/28/2021,TRINITY COUNTY,14651,1,0,None
5/29/2021,TRINITY COUNTY,14651,5,0,None
5/30/2021,TRINITY COUNTY,14651,1,0,None
